"","Location","Music","Price","Sales","Income","Cost","Profit"
"1786","Park","Alternative",32,72,2304,1304,1000
"1787","Park","Alternative",40,41,1640,1087,553
"1788","Park","Alternative",35,44,1540,1108,432
"1789","Park","Alternative",35,52,1820,1164,656
"1790","Park","Alternative",40,32,1280,1024,256
"1791","Park","Alternative",32,74,2368,1318,1050
"1792","Park","Alternative",32,81,2592,1367,1225
"1793","Park","Alternative",40,32,1280,1024,256
"1794","Park","Alternative",35,52,1820,1164,656
"1795","Park","Alternative",32,70,2240,1290,950
"1796","Park","Alternative",32,74,2368,1318,1050
"1797","Park","Alternative",32,71,2272,1297,975
"1798","Park","Alternative",40,36,1440,1052,388
"1799","Park","Alternative",40,38,1520,1066,454
"1800","Park","Alternative",35,54,1890,1178,712
"1801","Park","Alternative",35,54,1890,1178,712
"1802","Park","Alternative",40,34,1360,1038,322
"1803","Park","Alternative",40,29,1160,1003,157
"1804","Park","Alternative",32,70,2240,1290,950
"1805","Park","Alternative",32,64,2048,1248,800
"1806","Park","Alternative",40,29,1160,1003,157
"1807","Park","Alternative",32,76,2432,1332,1100
"1808","Park","Alternative",40,36,1440,1052,388
"1809","Park","Alternative",32,70,2240,1290,950
"1810","Park","Alternative",35,48,1680,1136,544
"1811","Park","Alternative",32,72,2304,1304,1000
"1812","Park","Alternative",35,45,1575,1115,460
"1813","Park","Alternative",35,48,1680,1136,544
"1814","Park","Alternative",40,35,1400,1045,355
"1815","Park","Alternative",40,36,1440,1052,388
"1816","Park","Alternative",40,36,1440,1052,388
"1817","Park","Alternative",40,26,1040,982,58
"1818","Park","Alternative",40,34,1360,1038,322
"1819","Park","Alternative",40,31,1240,1017,223
"1820","Park","Alternative",35,50,1750,1150,600
"1821","Park","Alternative",35,54,1890,1178,712
"1822","Park","Alternative",35,50,1750,1150,600
"1823","Park","Alternative",35,46,1610,1122,488
"1824","Park","Alternative",35,48,1680,1136,544
"1825","Park","Alternative",35,40,1400,1080,320
"1826","Park","Alternative",40,38,1520,1066,454
"1827","Park","Alternative",35,57,1995,1199,796
"1828","Park","Alternative",32,72,2304,1304,1000
"1829","Park","Alternative",32,66,2112,1262,850
"1830","Park","Alternative",32,70,2240,1290,950
"1831","Park","Alternative",32,56,1792,1192,600
"1832","Park","Alternative",32,74,2368,1318,1050
"1833","Park","Alternative",40,34,1360,1038,322
"1834","Park","Alternative",32,70,2240,1290,950
"1835","Park","Alternative",32,70,2240,1290,950
"1836","Park","Alternative",40,28,1120,996,124
"1837","Park","Alternative",40,37,1480,1059,421
"1838","Park","Alternative",35,48,1680,1136,544
"1839","Park","Alternative",32,71,2272,1297,975
"1840","Park","Alternative",35,50,1750,1150,600
"1841","Park","Alternative",32,75,2400,1325,1075
"1842","Park","Alternative",35,42,1470,1094,376
"1843","Park","Alternative",40,34,1360,1038,322
"1844","Park","Alternative",35,48,1680,1136,544
"1845","Park","Alternative",35,39,1365,1073,292
"1846","Park","Alternative",32,68,2176,1276,900
"1847","Park","Alternative",40,32,1280,1024,256
"1848","Park","Alternative",35,44,1540,1108,432
"1849","Park","Alternative",40,32,1280,1024,256
"1850","Park","Alternative",40,24,960,968,-8
"1851","Park","Alternative",40,29,1160,1003,157
"1852","Park","Alternative",32,72,2304,1304,1000
"1853","Park","Alternative",32,72,2304,1304,1000
"1854","Park","Alternative",35,44,1540,1108,432
"1855","Park","Alternative",40,32,1280,1024,256
"1856","Park","Alternative",32,64,2048,1248,800
"1857","Park","Alternative",32,70,2240,1290,950
"1858","Park","Alternative",32,72,2304,1304,1000
"1859","Park","Alternative",35,42,1470,1094,376
"1860","Park","Alternative",35,42,1470,1094,376
"1861","Park","Alternative",35,46,1610,1122,488
"1862","Park","Alternative",40,38,1520,1066,454
"1863","Park","Alternative",40,24,960,968,-8
"1864","Park","Alternative",35,48,1680,1136,544
"1865","Park","Alternative",32,69,2208,1283,925
"1866","Park","Alternative",32,74,2368,1318,1050
"1867","Park","Alternative",40,30,1200,1010,190
"1868","Park","Alternative",40,32,1280,1024,256
"1869","Park","Alternative",32,72,2304,1304,1000
"1870","Park","Alternative",32,78,2496,1346,1150
"1871","Park","Alternative",35,44,1540,1108,432
"1872","Park","Alternative",35,48,1680,1136,544
"1873","Park","Alternative",35,40,1400,1080,320
"1874","Park","Alternative",32,71,2272,1297,975
"1875","Park","Alternative",35,54,1890,1178,712
"1876","Park","Alternative",32,78,2496,1346,1150
"1877","Park","Alternative",35,55,1925,1185,740
"1878","Park","Alternative",40,38,1520,1066,454
"1879","Park","Alternative",40,28,1120,996,124
"1880","Park","Alternative",40,38,1520,1066,454
"1881","Park","Alternative",40,36,1440,1052,388
"1882","Park","Alternative",40,34,1360,1038,322
"1883","Park","Alternative",32,78,2496,1346,1150
"1884","Park","Alternative",32,77,2464,1339,1125
"1885","Park","Alternative",35,50,1750,1150,600
"1886","Park","Alternative",35,51,1785,1157,628
"1887","Park","Alternative",32,73,2336,1311,1025
"1888","Park","Alternative",32,76,2432,1332,1100
"1889","Park","Alternative",32,66,2112,1262,850
"1890","Park","Alternative",40,28,1120,996,124
"1891","Park","Alternative",40,24,960,968,-8
"1892","Park","Alternative",35,39,1365,1073,292
"1893","Park","Alternative",35,46,1610,1122,488
"1894","Park","Alternative",35,56,1960,1192,768
"1895","Park","Alternative",40,37,1480,1059,421
"1896","Park","Alternative",32,64,2048,1248,800
"1897","Park","Alternative",40,24,960,968,-8
"1898","Park","Alternative",35,38,1330,1066,264
"1899","Park","Alternative",35,48,1680,1136,544
"1900","Park","Alternative",40,30,1200,1010,190
"1901","Park","Alternative",32,66,2112,1262,850
"1902","Park","Alternative",35,61,2135,1227,908
"1903","Park","Alternative",40,34,1360,1038,322
"1904","Park","Alternative",40,22,880,954,-74
"1905","Park","Alternative",40,24,960,968,-8
"1906","Park","Alternative",32,74,2368,1318,1050
"1907","Park","Alternative",35,48,1680,1136,544
"1908","Park","Alternative",40,31,1240,1017,223
"1909","Park","Alternative",32,68,2176,1276,900
"1910","Park","Alternative",32,72,2304,1304,1000
"1911","Park","Alternative",40,32,1280,1024,256
"1912","Park","Alternative",35,44,1540,1108,432
"1913","Park","Alternative",40,39,1560,1073,487
"1914","Park","Alternative",32,74,2368,1318,1050
"1915","Park","Alternative",35,46,1610,1122,488
"1916","Park","Alternative",32,74,2368,1318,1050
"1917","Park","Alternative",32,66,2112,1262,850
"1918","Park","Alternative",32,78,2496,1346,1150
"1919","Park","Alternative",32,70,2240,1290,950
"1920","Park","Alternative",35,43,1505,1101,404
"1921","Park","Alternative",35,46,1610,1122,488
"1922","Park","Alternative",40,36,1440,1052,388
"1923","Park","Alternative",40,31,1240,1017,223
"1924","Park","Alternative",32,68,2176,1276,900
"1925","Park","Alternative",35,47,1645,1129,516
"1926","Park","Alternative",35,44,1540,1108,432
"1927","Park","Alternative",40,44,1760,1108,652
"1928","Park","Alternative",40,38,1520,1066,454
"1929","Park","Alternative",32,75,2400,1325,1075
"1930","Park","Alternative",35,44,1540,1108,432
"1931","Park","Alternative",35,48,1680,1136,544
"1932","Park","Alternative",40,36,1440,1052,388
"1933","Park","Alternative",32,73,2336,1311,1025
"1934","Park","Alternative",32,64,2048,1248,800
"1935","Park","Alternative",32,68,2176,1276,900
"1936","Park","Alternative",35,42,1470,1094,376
"1937","Park","Alternative",40,36,1440,1052,388
"1938","Park","Alternative",40,45,1800,1115,685
"1939","Park","Alternative",35,46,1610,1122,488
"1940","Park","Alternative",35,50,1750,1150,600
"1941","Park","Alternative",40,33,1320,1031,289
"1942","Park","Alternative",40,24,960,968,-8
"1943","Park","Alternative",35,42,1470,1094,376
"1944","Park","Alternative",32,73,2336,1311,1025
"1945","Park","Alternative",32,74,2368,1318,1050
"1946","Park","Alternative",32,74,2368,1318,1050
"1947","Park","Alternative",35,45,1575,1115,460
"1948","Park","Alternative",32,70,2240,1290,950
"1949","Park","Alternative",35,46,1610,1122,488
"1950","Park","Alternative",32,73,2336,1311,1025
"1951","Park","Alternative",32,74,2368,1318,1050
"1952","Park","Alternative",40,32,1280,1024,256
"1953","Park","Alternative",35,54,1890,1178,712
"1954","Park","Alternative",32,76,2432,1332,1100
"1955","Park","Alternative",40,34,1360,1038,322
"1956","Park","Alternative",35,54,1890,1178,712
"1957","Park","Alternative",40,30,1200,1010,190
"1958","Park","Alternative",40,42,1680,1094,586
"1959","Park","Alternative",35,47,1645,1129,516
"1960","Park","Alternative",40,38,1520,1066,454
"1961","Park","Alternative",35,63,2205,1241,964
"1962","Park","Alternative",40,18,720,926,-206
"1963","Park","Alternative",40,36,1440,1052,388
"1964","Park","Alternative",32,62,1984,1234,750
"1965","Park","Alternative",35,50,1750,1150,600
"1966","Park","Alternative",35,54,1890,1178,712
"1967","Park","Alternative",32,63,2016,1241,775
"1968","Park","Alternative",40,25,1000,975,25
"1969","Park","Alternative",35,46,1610,1122,488
"1970","Park","Alternative",35,44,1540,1108,432
"1971","Park","Alternative",32,58,1856,1206,650
"1972","Park","Alternative",32,64,2048,1248,800
"1973","Park","Alternative",32,66,2112,1262,850
"1974","Park","Alternative",32,60,1920,1220,700
"1975","Park","Alternative",32,63,2016,1241,775
"1976","Park","Alternative",40,32,1280,1024,256
"1977","Park","Alternative",40,25,1000,975,25
"1978","Park","Alternative",40,32,1280,1024,256
"1979","Park","Alternative",32,67,2144,1269,875
"1980","Park","Alternative",32,62,1984,1234,750
"1981","Park","Alternative",40,34,1360,1038,322
"1982","Park","Alternative",35,54,1890,1178,712
"1983","Park","Alternative",35,46,1610,1122,488
"1984","Park","Alternative",35,50,1750,1150,600
"1985","Park","Alternative",40,29,1160,1003,157
"1986","Park","Alternative",35,46,1610,1122,488
"1987","Park","Alternative",40,33,1320,1031,289
"1988","Park","Alternative",35,42,1470,1094,376
"1989","Park","Alternative",40,28,1120,996,124
"1990","Park","Alternative",35,46,1610,1122,488
"1991","Park","Alternative",32,62,1984,1234,750
"1992","Park","Alternative",35,51,1785,1157,628
"1993","Park","Alternative",40,35,1400,1045,355
"1994","Park","Alternative",32,62,1984,1234,750
"1995","Park","Alternative",40,35,1400,1045,355
"1996","Park","Alternative",32,70,2240,1290,950
"1997","Park","Alternative",35,47,1645,1129,516
"1998","Park","Alternative",35,38,1330,1066,264
"1999","Park","Alternative",35,34,1190,1038,152
"2000","Park","Alternative",40,37,1480,1059,421
"2001","Park","Alternative",32,70,2240,1290,950
"2002","Park","Alternative",32,70,2240,1290,950
"2003","Park","Alternative",40,30,1200,1010,190
"2004","Park","Alternative",40,30,1200,1010,190
"2005","Park","Alternative",32,60,1920,1220,700
"2006","Park","Alternative",35,42,1470,1094,376
"2007","Park","Alternative",35,40,1400,1080,320
"2008","Park","Alternative",40,26,1040,982,58
"2009","Park","Alternative",32,64,2048,1248,800
"2010","Park","Alternative",32,62,1984,1234,750
"2011","Park","Alternative",35,38,1330,1066,264
"2012","Park","Alternative",40,18,720,926,-206
"2013","Park","Alternative",35,32,1120,1024,96
"2014","Park","Alternative",40,31,1240,1017,223
"2015","Park","Alternative",32,66,2112,1262,850
"2016","Park","Alternative",40,24,960,968,-8
"2017","Park","Alternative",32,54,1728,1178,550
"2018","Park","Alternative",35,30,1050,1010,40
"2019","Park","Alternative",32,48,1536,1136,400
"2020","Park","Alternative",32,43,1376,1101,275
"2021","Park","Alternative",32,52,1664,1164,500
"2022","Park","Alternative",40,22,880,954,-74
"2023","Park","Alternative",40,14,560,898,-338
"2024","Park","Alternative",40,18,720,926,-206
"2025","Park","Alternative",35,36,1260,1052,208
"2026","Park","Alternative",32,49,1568,1143,425
"2027","Park","Alternative",35,36,1260,1052,208
"2028","Park","Alternative",28,82,2296,1374,922
"2029","Park","Alternative",28,78,2184,1346,838
"2030","Park","Alternative",35,30,1050,1010,40
"2031","Park","Alternative",32,56,1792,1192,600
"2032","Park","Alternative",35,41,1435,1087,348
"2033","Park","Alternative",35,34,1190,1038,152
"2034","Park","Alternative",35,40,1400,1080,320
"2035","Park","Alternative",32,62,1984,1234,750
"2036","Park","Alternative",32,53,1696,1171,525
"2037","Park","Alternative",32,57,1824,1199,625
"2038","Park","Alternative",28,78,2184,1346,838
"2039","Park","Alternative",28,83,2324,1381,943
"2040","Park","Alternative",28,75,2100,1325,775
"2041","Park","Alternative",35,39,1365,1073,292
"2042","Park","Alternative",28,72,2016,1304,712
"2043","Park","Alternative",40,22,880,954,-74
"2044","Park","Alternative",40,15,600,905,-305
"2045","Park","Alternative",32,48,1536,1136,400
"2046","Park","Alternative",40,24,960,968,-8
"2047","Park","Alternative",40,20,800,940,-140
"2048","Park","Alternative",32,54,1728,1178,550
"2049","Park","Alternative",28,78,2184,1346,838
"2050","Park","Alternative",40,25,1000,975,25
"2051","Park","Alternative",35,36,1260,1052,208
"2052","Park","Alternative",28,79,2212,1353,859
"2053","Park","Alternative",28,72,2016,1304,712
"2054","Park","Alternative",32,54,1728,1178,550
"2055","Park","Alternative",28,82,2296,1374,922
"2056","Park","Alternative",40,14,560,898,-338
"2057","Park","Alternative",40,28,1120,996,124
"2058","Park","Alternative",28,83,2324,1381,943
"2059","Park","Alternative",35,38,1330,1066,264
"2060","Park","Alternative",35,34,1190,1038,152
"2061","Park","Alternative",35,34,1190,1038,152
"2062","Park","Alternative",35,40,1400,1080,320
"2063","Park","Alternative",40,27,1080,989,91
"2064","Park","Alternative",35,36,1260,1052,208
"2065","Park","Alternative",32,56,1792,1192,600
"2066","Park","Alternative",40,32,1280,1024,256
"2067","Park","Alternative",28,82,2296,1374,922
"2068","Park","Alternative",32,48,1536,1136,400
"2069","Park","Alternative",32,48,1536,1136,400
"2070","Park","Alternative",28,81,2268,1367,901
"2071","Park","Alternative",28,78,2184,1346,838
"2072","Park","Alternative",32,64,2048,1248,800
"2073","Park","Alternative",40,22,880,954,-74
"2074","Park","Alternative",32,64,2048,1248,800
"2075","Park","Alternative",40,33,1320,1031,289
"2076","Park","Alternative",35,41,1435,1087,348
"2077","Park","Alternative",32,53,1696,1171,525
"2078","Park","Alternative",40,24,960,968,-8
"2079","Park","HipHop",28,75,2100,1325,775
"2080","Park","HipHop",40,13,520,891,-371
"2081","Park","Alternative",28,74,2072,1318,754
"2082","Park","HipHop",28,67,1876,1269,607
"2083","Park","HipHop",28,84,2352,1388,964
"2084","Park","Alternative",28,88,2464,1416,1048
"2085","Park","Alternative",40,22,880,954,-74
"2086","Park","HipHop",28,80,2240,1360,880
"2087","Park","HipHop",40,24,960,968,-8
"2088","Park","Alternative",40,18,720,926,-206
"2089","Park","Alternative",40,27,1080,989,91
"2090","Park","Alternative",28,85,2380,1395,985
"2091","Park","Alternative",40,33,1320,1031,289
"2092","Park","Alternative",28,84,2352,1388,964
"2093","Park","HipHop",28,76,2128,1332,796
"2094","Park","Alternative",28,80,2240,1360,880
"2095","Park","Alternative",40,23,920,961,-41
"2096","Park","Alternative",28,78,2184,1346,838
"2097","Park","HipHop",28,74,2072,1318,754
"2098","Park","HipHop",28,74,2072,1318,754
"2099","Park","HipHop",40,22,880,954,-74
"2100","Park","HipHop",40,20,800,940,-140
"2101","Park","HipHop",40,16,640,912,-272
"2102","Park","HipHop",28,77,2156,1339,817
"2103","Park","Alternative",28,82,2296,1374,922
"2104","Park","HipHop",40,17,680,919,-239
"2105","Park","HipHop",28,86,2408,1402,1006
"2106","Park","Alternative",40,22,880,954,-74
"2107","Park","HipHop",40,24,960,968,-8
"2108","Park","Alternative",28,77,2156,1339,817
"2109","Park","Alternative",28,82,2296,1374,922
"2110","Park","Alternative",40,18,720,926,-206
"2111","Park","HipHop",40,14,560,898,-338
"2112","Park","Alternative",40,17,680,919,-239
"2113","Park","HipHop",40,9,360,863,-503
"2114","Park","HipHop",28,76,2128,1332,796
"2115","Park","Alternative",28,80,2240,1360,880
"2116","Park","Alternative",40,23,920,961,-41
"2117","Park","HipHop",40,26,1040,982,58
"2118","Zoo","HipHop",32,37,1184,1059,125
"2119","Zoo","Alternative",32,24,768,968,-200
"2120","CityHall","HipHop",28,46,1288,1122,166
"2121","CityHall","HipHop",40,16,640,912,-272
"2122","CityHall","Alternative",40,16,640,912,-272
"2123","Business","HipHop",40,16,640,912,-272
"2124","CityHall","HipHop",32,28,896,996,-100
"2125","Zoo","HipHop",35,8,280,856,-576
"2126","Park","HipHop",35,32,1120,1024,96
"2127","CityHall","Alternative",32,35,1120,1045,75
"2128","Park","Alternative",35,26,910,982,-72
"2129","Business","Alternative",35,28,980,996,-16
"2130","Park","Alternative",35,24,840,968,-128
"2131","Business","HipHop",35,32,1120,1024,96
"2132","CityHall","Alternative",35,18,630,926,-296
"2133","Park","HipHop",28,68,1904,1276,628
"2134","Zoo","HipHop",28,48,1344,1136,208
"2135","Park","Alternative",35,37,1295,1059,236
"2136","Park","HipHop",35,24,840,968,-128
"2137","CityHall","Alternative",35,12,420,884,-464
"2138","Zoo","HipHop",28,25,700,975,-275
"2139","Business","Alternative",32,31,992,1017,-25
"2140","Business","HipHop",32,42,1344,1094,250
"2141","Business","Alternative",28,48,1344,1136,208
"2142","Business","Alternative",35,0,0,800,-800
"2143","Zoo","Alternative",40,0,0,800,-800
"2144","Zoo","HipHop",32,40,1280,1080,200
"2145","Park","HipHop",35,34,1190,1038,152
"2146","Zoo","Alternative",35,6,210,842,-632
"2147","Park","Alternative",28,70,1960,1290,670
"2148","CityHall","HipHop",28,70,1960,1290,670
"2149","CityHall","Alternative",35,26,910,982,-72
"2150","Zoo","Alternative",35,22,770,954,-184
"2151","Business","HipHop",35,22,770,954,-184
"2152","Park","HipHop",32,48,1536,1136,400
"2153","Business","HipHop",32,44,1408,1108,300
"2154","Zoo","Alternative",40,15,600,905,-305
"2155","CityHall","HipHop",35,18,630,926,-296
"2156","Park","HipHop",32,45,1440,1115,325
"2157","Park","Alternative",32,58,1856,1206,650
"2158","Zoo","HipHop",32,24,768,968,-200
"2159","Business","Alternative",28,58,1624,1206,418
"2160","Zoo","Alternative",28,52,1456,1164,292
"2161","Business","Alternative",40,23,920,961,-41
"2162","Park","Alternative",28,66,1848,1262,586
"2163","CityHall","HipHop",40,24,960,968,-8
"2164","Zoo","Alternative",32,35,1120,1045,75
"2165","CityHall","HipHop",40,10,400,870,-470
"2166","CityHall","Alternative",32,29,928,1003,-75
"2167","CityHall","Alternative",35,40,1400,1080,320
"2168","Park","Alternative",40,34,1360,1038,322
"2169","Business","HipHop",28,20,560,940,-380
"2170","Park","Alternative",40,24,960,968,-8
"2171","Park","Alternative",40,26,1040,982,58
"2172","CityHall","Alternative",28,48,1344,1136,208
"2173","Zoo","Alternative",28,46,1288,1122,166
"2174","Park","Alternative",32,41,1312,1087,225
"2175","Business","Alternative",32,36,1152,1052,100
"2176","Business","HipHop",28,56,1568,1192,376
"2177","Park","HipHop",40,22,880,954,-74
"2178","Park","HipHop",28,59,1652,1213,439
"2179","CityHall","HipHop",35,30,1050,1010,40
"2180","Business","HipHop",40,10,400,870,-470
"2181","Park","HipHop",40,20,800,940,-140
"2182","Zoo","HipHop",35,20,700,940,-240
"2183","Zoo","Alternative",35,32,1120,1024,96
"2184","Business","Alternative",40,0,0,800,-800
"2185","Business","Alternative",35,16,560,912,-352
"2186","Business","HipHop",32,42,1344,1094,250
"2187","Zoo","HipHop",35,19,665,933,-268
"2188","Zoo","Alternative",28,61,1708,1227,481
"2189","Business","HipHop",32,16,512,912,-400
"2190","CityHall","HipHop",28,54,1512,1178,334
"2191","Zoo","HipHop",40,19,760,933,-173
"2192","Zoo","HipHop",40,14,560,898,-338
"2193","Park","Alternative",32,32,1024,1024,0
"2194","CityHall","HipHop",32,45,1440,1115,325
"2195","Zoo","HipHop",40,5,200,835,-635
"2196","CityHall","HipHop",32,45,1440,1115,325
"2197","Zoo","HipHop",32,0,0,800,-800
"2198","CityHall","HipHop",35,12,420,884,-464
"2199","Business","Alternative",28,63,1764,1241,523
"2200","Business","Alternative",28,18,504,926,-422
"2201","CityHall","Alternative",40,14,560,898,-338
"2202","Park","HipHop",40,13,520,891,-371
"2203","Park","HipHop",28,77,2156,1339,817
"2204","Business","HipHop",40,16,640,912,-272
"2205","Park","Alternative",28,78,2184,1346,838
"2206","CityHall","HipHop",40,0,0,800,-800
"2207","Zoo","Alternative",28,26,728,982,-254
"2208","Zoo","Alternative",32,38,1216,1066,150
"2209","Park","HipHop",28,58,1624,1206,418
"2210","Business","Alternative",40,18,720,926,-206
"2211","CityHall","Alternative",40,11,440,877,-437
"2212","Business","HipHop",40,3,120,821,-701
"2213","CityHall","HipHop",28,30,840,1010,-170
"2214","Park","HipHop",32,52,1664,1164,500
"2215","Business","Alternative",40,14,560,898,-338
"2216","Business","Alternative",35,26,910,982,-72
"2217","Zoo","HipHop",35,24,840,968,-128
"2218","CityHall","HipHop",35,30,1050,1010,40
"2219","Business","Alternative",32,40,1280,1080,200
"2220","Business","HipHop",28,52,1456,1164,292
"2221","CityHall","Alternative",40,6,240,842,-602
"2222","Zoo","Alternative",40,18,720,926,-206
"2223","Park","HipHop",35,34,1190,1038,152
"2224","Zoo","Alternative",32,15,480,905,-425
"2225","Business","HipHop",35,4,140,828,-688
"2226","Park","Alternative",28,58,1624,1206,418
"2227","Zoo","HipHop",28,60,1680,1220,460
"2228","Zoo","HipHop",28,37,1036,1059,-23
"2229","Business","HipHop",28,62,1736,1234,502
"2230","CityHall","HipHop",32,22,704,954,-250
"2231","Zoo","Alternative",35,23,805,961,-156
"2232","Business","HipHop",35,40,1400,1080,320
"2233","CityHall","Alternative",28,46,1288,1122,166
"2234","Park","Alternative",32,38,1216,1066,150
"2235","Zoo","HipHop",40,24,960,968,-8
"2236","Park","HipHop",40,8,320,856,-536
"2237","Park","Alternative",40,29,1160,1003,157
"2238","CityHall","Alternative",32,50,1600,1150,450
"2239","CityHall","Alternative",28,32,896,1024,-128
"2240","Park","Alternative",35,34,1190,1038,152
"2241","Zoo","Alternative",40,6,240,842,-602
"2242","Park","HipHop",32,32,1024,1024,0
"2243","CityHall","Alternative",32,27,864,989,-125
"2244","CityHall","Alternative",28,66,1848,1262,586
"2245","Business","Alternative",32,12,384,884,-500
"2246","Business","HipHop",35,26,910,982,-72
"2247","Zoo","Alternative",35,24,840,968,-128
"2248","CityHall","Alternative",32,22,704,954,-250
"2249","Business","HipHop",32,36,1152,1052,100
"2250","Business","Alternative",40,12,480,884,-404
"2251","Business","Alternative",40,16,640,912,-272
"2252","Business","HipHop",28,30,840,1010,-170
"2253","Zoo","Alternative",40,0,0,800,-800
"2254","CityHall","Alternative",32,35,1120,1045,75
"2255","CityHall","HipHop",28,24,672,968,-296
"2256","Business","HipHop",40,13,520,891,-371
"2257","Zoo","HipHop",32,28,896,996,-100
"2258","Park","HipHop",35,22,770,954,-184
"2259","CityHall","Alternative",40,14,560,898,-338
"2260","CityHall","HipHop",35,27,945,989,-44
"2261","Park","HipHop",28,56,1568,1192,376
"2262","Zoo","Alternative",40,14,560,898,-338
"2263","Business","HipHop",40,0,0,800,-800
"2264","CityHall","Alternative",35,20,700,940,-240
"2265","Zoo","Alternative",40,10,400,870,-470
"2266","CityHall","Alternative",40,4,160,828,-668
"2267","Business","Alternative",32,28,896,996,-100
"2268","Business","HipHop",28,50,1400,1150,250
"2269","Business","Alternative",40,11,440,877,-437
"2270","Park","HipHop",32,41,1312,1087,225
"2271","Zoo","HipHop",28,10,280,870,-590
"2272","CityHall","HipHop",32,40,1280,1080,200
"2273","CityHall","HipHop",40,11,440,877,-437
"2274","CityHall","HipHop",35,18,630,926,-296
"2275","CityHall","Alternative",28,38,1064,1066,-2
"2276","Zoo","HipHop",35,20,700,940,-240
"2277","Park","HipHop",40,20,800,940,-140
"2278","Park","HipHop",32,52,1664,1164,500
"2279","Zoo","HipHop",28,61,1708,1227,481
"2280","Park","Alternative",28,62,1736,1234,502
"2281","Business","HipHop",28,60,1680,1220,460
"2282","Park","HipHop",32,38,1216,1066,150
"2283","CityHall","Alternative",32,46,1472,1122,350
"2284","CityHall","HipHop",28,78,2184,1346,838
"2285","Park","Alternative",32,48,1536,1136,400
"2286","CityHall","Alternative",28,36,1008,1052,-44
"2287","CityHall","Alternative",35,30,1050,1010,40
"2288","Zoo","HipHop",35,20,700,940,-240
"2289","Business","HipHop",35,0,0,800,-800
"2290","Business","Alternative",32,17,544,919,-375
"2291","Park","Alternative",28,66,1848,1262,586
"2292","CityHall","Alternative",40,16,640,912,-272
"2293","Zoo","HipHop",40,0,0,800,-800
"2294","Business","Alternative",35,20,700,940,-240
"2295","Zoo","Alternative",35,22,770,954,-184
"2296","CityHall","HipHop",40,20,800,940,-140
"2297","Park","Alternative",40,18,720,926,-206
"2298","Park","HipHop",40,18,720,926,-206
"2299","Business","Alternative",28,10,280,870,-590
"2300","Business","HipHop",28,56,1568,1192,376
"2301","Business","Alternative",28,45,1260,1115,145
"2302","CityHall","Alternative",32,28,896,996,-100
"2303","Park","Alternative",35,32,1120,1024,96
"2304","Park","HipHop",40,12,480,884,-404
"2305","Park","Alternative",32,32,1024,1024,0
"2306","Zoo","Alternative",28,54,1512,1178,334
"2307","Zoo","HipHop",35,18,630,926,-296
"2308","Business","Alternative",28,46,1288,1122,166
"2309","Business","Alternative",35,0,0,800,-800
"2310","Business","Alternative",28,46,1288,1122,166
"2311","Park","Alternative",40,12,480,884,-404
"2312","Park","Alternative",40,18,720,926,-206
"2313","Zoo","HipHop",32,33,1056,1031,25
"2314","Business","HipHop",35,30,1050,1010,40
"2315","Zoo","Alternative",35,29,1015,1003,12
"2316","CityHall","HipHop",32,22,704,954,-250
"2317","Zoo","Alternative",28,41,1148,1087,61
"2318","Business","HipHop",32,38,1216,1066,150
"2319","Business","Alternative",40,1,40,807,-767
"2320","Zoo","Alternative",40,20,800,940,-140
"2321","Zoo","HipHop",32,18,576,926,-350
"2322","CityHall","HipHop",35,32,1120,1024,96
"2323","Business","HipHop",40,16,640,912,-272
"2324","CityHall","HipHop",32,23,736,961,-225
"2325","Business","Alternative",32,28,896,996,-100
"2326","Park","Alternative",35,29,1015,1003,12
"2327","Park","HipHop",40,18,720,926,-206
"2328","Business","Alternative",35,24,840,968,-128
"2329","Park","HipHop",35,26,910,982,-72
"2330","CityHall","Alternative",28,75,2100,1325,775
"2331","CityHall","HipHop",28,47,1316,1129,187
"2332","CityHall","Alternative",35,15,525,905,-380
"2333","Business","HipHop",35,22,770,954,-184
"2334","CityHall","HipHop",40,13,520,891,-371
"2335","Zoo","HipHop",40,11,440,877,-437
"2336","Zoo","HipHop",32,39,1248,1073,175
"2337","CityHall","Alternative",35,20,700,940,-240
"2338","Business","Alternative",35,24,840,968,-128
"2339","Business","Alternative",32,31,992,1017,-25
"2340","CityHall","Alternative",28,56,1568,1192,376
"2341","Park","HipHop",35,30,1050,1010,40
"2342","Zoo","HipHop",40,6,240,842,-602
"2343","Zoo","HipHop",35,14,490,898,-408
"2344","Zoo","Alternative",32,44,1408,1108,300
"2345","Park","Alternative",35,22,770,954,-184
"2346","Zoo","Alternative",28,51,1428,1157,271
"2347","Park","HipHop",35,40,1400,1080,320
"2348","Park","Alternative",28,67,1876,1269,607
"2349","CityHall","HipHop",35,14,490,898,-408
"2350","Park","Alternative",32,36,1152,1052,100
"2351","CityHall","HipHop",28,30,840,1010,-170
"2352","Zoo","Alternative",32,24,768,968,-200
"2353","Zoo","Alternative",32,25,800,975,-175
"2354","Park","HipHop",28,54,1512,1178,334
"2355","Zoo","Alternative",32,40,1280,1080,200
"2356","Park","HipHop",28,84,2352,1388,964
"2357","Park","HipHop",32,54,1728,1178,550
"2358","CityHall","HipHop",32,48,1536,1136,400
"2359","Park","Alternative",40,28,1120,996,124
"2360","CityHall","HipHop",40,13,520,891,-371
"2361","Zoo","HipHop",28,34,952,1038,-86
"2362","Zoo","Alternative",28,14,392,898,-506
